protein,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4
SRSF7,2.993641837,2.740444656,3.068269276,2.268089723,1.953082406,2.193583806,2.405039482,2.240990417,2.636470024,2.750456577,2.638521785,2.251195448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.581002772,4.978956706,4.970157178,4.971644604
SSB,3.163465689,3.251589451,3.979598316,3.843880539,3.402362581,4.238176971,4.743030372,5.030394601,5.052162952,1.540903575,2.164986415,2.511206051,4.33641615,4.21745889,4.176753604,4.287722758,4.177939306,4.066310474,0,1.05142317,1.806054709,0,4.570182849,4.619725645,4.642674584,3.700439718,0,0,0,0,0,0,0,0,0,0,0,0
SSBP1,0,0,1.401468483,1.949586033,1.953082406,3.551296021,2.405039482,2.500551849,2.992305255,1.540903575,2.421096055,3.618510617,3.852128841,4.047190029,4.176753604,4.795328715,4.452880697,4.591186809,1.714955817,2.403347751,3.613037926,2.680193992,4.622379572,4.312393749,4.536256295,4.754887502,0,0,0,0,4.06601068,4.732273583,4.94067428,4.373878798,4.125209993,4.272170993,4.408026318,2.600000002
SSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.989531496,2.7307681,0,0,0,0
SSR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,0,0,0,0,2.795384697,0,0,0,0,0
SSRP1,0.996370196,1.941625202,3.326158875,2.749592966,2.753608502,3.43690954,2.977170172,3.606636986,3.898681406,1.540903575,1.455392216,0,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,2.69678497,4.272170993,5.185959353,4.409490401
ST13,0.996370196,1.533191662,0,0.966587184,0.968891745,1.880020556,2.810463839,2.911236342,2.992305255,2.529675346,2.638521785,2.922454862,3.117818628,2.850560031,3.006327599,3.623485148,3.837964422,3.232871055,2.476571387,2.894418153,1.806054709,2.338300494,2.426542826,2.926737964,3.018820504,2.321928095,3.408938331,2.88100595,3.005940259,3.103821595,0,0,0,0,0,0,0,0
ST13P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST14,4.452494049,4.625163985,3.202968816,4.841578479,4.846130027,4.017139547,5.486209341,5.423953463,4.663973997,2.529675346,3.403637312,3.824024523,4.643990279,4.571693667,4.32879677,5.128219809,5.09805419,5.068469179,0,0,1.168913826,1.234105921,5.304113724,5.409736317,5.387294247,5.614709844,5.047548164,4.8103507,5.119291302,5.167754477,5.022286887,3.785554776,5.073900853,4.867424445,2.69678497,4.272170993,4.408026318,3.475828426
ST3GAL4,2.993641837,2.931662233,2.098758683,3.109978656,3.114149002,1.47881758,1.839113208,1.924256156,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST6GAL1,0.996370196,0,1.791837015,2.268089723,2.532736393,2.669391044,3.499731284,3.491832663,3.719788928,0,0,0.956200116,0,0,1.589786044,3.036793753,3.104356784,2.644053871,0,0,0,0,3.000298925,3.246517199,2.85138244,3.459431619,0,0,0,0,0,0,0,0,0,0,0,0
ST6GAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAG1,0,0,0,1.949586033,1.543333959,3.551296021,3.499731284,3.230546315,3.277509632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAG2,0.996370196,0.961347078,2.351701379,4.183948616,4.463452526,4.797429663,4.490730752,4.546171463,4.805297555,1.950337883,2.9944429,2.511206051,2.948722432,3.044091598,3.328436075,0,0,1.632427638,0,0,0,1.889360771,0.90705003,0,0.916958742,1,0,0,0,0,2.053047961,0,0,0,0,0,0,0
STAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,3.163224167,3.615041015,3.103821595,0,0,0,0,0,0,0,0
STAMBP,2.316116017,1.941625202,1.401468483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0.958592587,0,0,2.89033867,2.064647663,2.728226634,2.823248847,0,0,0,0,0,0,0,0
STAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STARD10,2.316116017,2.519953374,3.439652425,1.540237874,1.543333959,1.880020556,1.442864021,1.924256156,2.419108186,2.750456577,2.638521785,2.251195448,1.546060213,2.362292771,2.005425354,2.031594606,1.944875303,2.053289965,1.714955817,2.403347751,2.583445471,2.9563868,0,0.958592587,0,0,1.380514028,2.529815193,1.931003366,2.013916734,0,0,0,0,0,0,0,0
STAT1,1.58012073,2.259576362,2.754024153,1.540237874,0,0,0.894759661,0,1.453839514,1.540903575,0.903929473,0,1.546060213,1.618677671,1.589786044,0,1.944875303,2.053289965,0,0,0,1.234105921,1.858228386,1.529484238,2.443780137,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0
STAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAU1,0,0,0,0.966587184,0.968891745,1.47881758,2.149649735,2.240990417,2.825330619,0.96708259,0.903929473,0.956200116,0,1.025359956,1.003619168,1.021139762,0,1.03574445,0,0,0,0,0,1.529484238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STC2,1.994551864,1.941625202,0.864613417,2.749592966,2.945112293,2.669391044,3.385748712,3.079707418,2.992305255,2.268893588,2.164986415,2.511206051,3.117818628,2.850560031,2.327714414,3.207295283,3.104356784,2.868099561,2.476571387,1.653127323,2.583445471,1.889360771,3.285708808,3.095469549,3.168830955,3.321928095,0,0,0,0,0,0,0,0,0,2.829306972,3.474430172,2.600000002
STEAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.529815193,2.383995806,2.823248847,0,0,0,0,0,0,0,0
STIP1,3.993186609,3.513288396,3.902505716,4.792748321,4.694364685,5.090143659,5.513604632,5.39229553,5.609767767,4.743183871,4.615957622,4.558551138,4.528704944,4.633183863,4.46633308,4.740821936,4.835440815,4.975215962,2.745703037,4.265567955,2.246490367,1.234105921,3.150050254,4.242209854,4.229789149,1,3.172816473,3.399164795,4.269468584,3.875236924,0,0,0,0,0,0,0,0
STK10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.172816473,3.163224167,3.238727139,3.540486385,0,0,0,0,0,0,0,0
STK16,0,0.961347078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,1.931003366,2.013916734,0,0,0,0,0,0,0,0
STK24,2.801126798,2.519953374,2.098758683,2.268089723,1.953082406,1.47881758,2.405039482,2.240990417,2.419108186,1.950337883,2.164986415,1.526262086,0,1.025359956,1.589786044,0,0.963485218,0,0,0,0,0,1.459649025,0,1.473143559,0,3.789613418,3.163224167,3.771823672,3.717549031,0,0,0,0,0,0,0,0
STK26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,2.823248847,0,0,0,0,0,0,0,0
STK38,0.996370196,1.533191662,1.401468483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK39,1.994551864,1.533191662,0,0.966587184,0,0,0,0,0,1.540903575,0,0,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRAP,3.993186609,4.096022377,3.734739458,3.843880539,3.84826838,3.43690954,1.839113208,2.500551849,2.419108186,2.941892081,3.144111598,3.242104959,0.970922069,1.025359956,2.005425354,1.021139762,2.263052434,2.053289965,1.714955817,2.669676924,1.168913826,2.338300494,0.90705003,1.529484238,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
STRBP,0,0,0.864613417,1.540237874,1.953082406,2.193583806,1.442864021,2.500551849,2.163087258,0.96708259,1.455392216,0.956200116,0.970922069,1.025359956,1.589786044,1.021139762,0,1.03574445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRN,2.801126798,2.740444656,2.56684197,0.966587184,0.968891745,0,0,0.9499485,0.90279184,0.96708259,2.164986415,1.526262086,0.970922069,1.025359956,1.589786044,1.021139762,0,0,0,1.653127323,0,1.234105921,0.90705003,0.958592587,0.916958742,1,0,0,0,0,0,0,0,0,0,0,0,0
STRN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX3,0,0,0,0,0,0,0,0,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.064647663,2.383995806,1.333072201,2.053047961,2.069533795,1.989531496,0,0,0,0,0
STX4,1.58012073,1.941625202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090524219,3.937808665,4.269468584,3.717549031,2.867824406,2.069533795,1.989531496,0,0,0,0,0
STX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.064647663,0,0,2.053047961,0,0,0,0,0,0,0
STXBP2,2.316116017,2.259576362,2.56684197,2.268089723,2.753608502,2.669391044,2.977170172,2.720458447,2.992305255,2.750456577,1.853383544,1.526262086,0,0,1.589786044,1.021139762,0,0,0,1.653127323,1.168913826,1.234105921,0,0,0,0,2.072868086,1.373875901,1.931003366,2.474606879,2.867824406,0,0,0,0,0,0,0
STXBP3,2.316116017,2.740444656,1.401468483,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.339375044,4.2100965,4.638782042,4.572331312,2.867824406,0,0,0,0,0,0,0
SUB1,0.996370196,2.259576362,2.56684197,2.941009732,2.753608502,3.848399125,3.261982234,3.491832663,3.277509632,2.750456577,2.421096055,2.922454862,2.536168495,3.214705715,2.813553664,2.620025286,2.935479543,2.378701702,2.476571387,2.669676924,2.856411626,2.338300494,1.858228386,2.2550935,2.661928568,2.321928095,0,0,0,0,3.385355532,3.404975348,4.446094835,3.916020257,5.803111939,6.215055683,5.688593684,5.825061276
SUCLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCLG1,0,0,0,0,0,0,0,0,0,1.540903575,1.853383544,0,0,0,0,0,0,0,0,0,1.168913826,0,0,0,0,0,0,0,0,0,0,0,0,1.933211842,0,0,0,0
SUCLG2,0,0,0,0,0,0,0,0.9499485,0.90279184,0.96708259,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUGT1,0,0.961347078,0,0.966587184,0,0.921132385,1.839113208,2.240990417,2.636470024,1.540903575,1.455392216,0.956200116,0,1.025359956,0,0,0,0,0,0,0,0,0.90705003,1.937434512,1.873574051,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0
SULT2B1,1.994551864,2.740444656,2.098758683,0,0,0,0,0,0,2.529675346,2.421096055,2.511206051,0.970922069,0,0,0,0,0,2.145448836,2.076463354,2.246490367,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMF2,0,0,0,0,0,0,1.442864021,0.9499485,1.453839514,0,0,0,0,0,0,1.021139762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMO2,0.996370196,0.961347078,0,0,0,0,0.894759661,0.9499485,0.90279184,0.96708259,0.903929473,0.956200116,0.970922069,0,0,1.021139762,0.963485218,1.03574445,0,0,0,0,0.90705003,2.5152748,1.873574051,0,2.072868086,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
SUPT16H,1.994551864,1.533191662,3.326158875,2.268089723,1.953082406,3.176707196,3.795922944,3.491832663,3.621272161,0,0,0,1.546060213,0,0,1.021139762,1.944875303,1.632427638,0,0,0,0,2.833183695,2.735625828,2.661928568,2.807354922,0,0,0,0,0,0,0,0,4.519429818,5.451253497,4.970157178,4.971644604
SUPT5H,2.578907744,2.519953374,3.068269276,0.966587184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPT6H,0,0,0,2.749592966,2.945112293,3.176707196,2.621946525,2.240990417,2.163087258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SURF4,0,0,0,0,0,0,0,0,0,1.540903575,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.529815193,2.728226634,2.013916734,2.053047961,2.069533795,1.989531496,2.7307681,2.69678497,0,2.598717113,0
SWAP70,0,0,0,0,0,0,2.405039482,3.079707418,3.141943704,0,0,0,0,1.025359956,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYK,3.163465689,2.931662233,3.979598316,0,0,0,0,0,0,2.268893588,2.164986415,1.526262086,0,0,0,0,0,0,0,0,1.168913826,1.234105921,0,0,0,0,0,2.064647663,1.266997295,1.333072201,0,0,0,0,0,0,0,0
SYMPK,1.58012073,0.961347078,1.791837015,0.966587184,0.968891745,0.921132385,0,0,0.90279184,0.96708259,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNCRIP,2.993641837,2.740444656,3.068269276,3.261216432,2.945112293,3.848399125,4.490730752,4.073877018,4.451035312,3.639070203,3.62351829,3.503618698,3.646291178,4.295606161,4.00677851,3.036793753,3.392338026,3.765752776,1.714955817,2.076463354,2.246490367,1.889360771,3.000298925,4.242209854,3.747798963,3,0,0,0,0,0,0,0,0,0,0,3.474430172,2.600000002
SYNE2,2.578907744,2.519953374,2.754024153,3.63813725,3.114149002,1.880020556,0.894759661,0,0.90279184,0,0,0,0,0,0,1.021139762,0,0,0,0,0,0,0,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNGR2,1.994551864,2.259576362,2.098758683,0,0.968891745,1.47881758,0,0,0,1.540903575,1.853383544,1.526262086,0,0,1.003619168,0,0,0,1.098576504,1.653127323,1.806054709,2.338300494,0,0,0,0,2.89033867,2.88100595,2.383995806,2.013916734,4.06601068,4.335216011,3.986902457,3.617789703,4.519429818,3.724066632,3.474430172,3.475828426
SYPL1,2.578907744,2.519953374,2.919685889,0,0.968891745,0.921132385,0,0,0,1.540903575,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,2.89033867,3.163224167,3.005940259,3.338612139,4.526614972,4.896155132,4.63044284,4.72090243,3.581002772,0,0,0
SYT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.529815193,3.005940259,2.013916734,0,0,0,0,0,0,0,0
TACSTD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.529815193,2.383995806,2.474606879,0,0,1.989531496,0,0,0,0,0
TAF5L,0,0.961347078,1.401468483,0.966587184,0.968891745,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF6L,0,0.961347078,1.401468483,0.966587184,0.968891745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGLN2,3.900107558,3.833879792,3.821059837,2.749592966,3.114149002,3.551296021,3.882525857,4.362321027,4.267782425,2.529675346,3.517762757,4.003879849,0,0,0,4.499524191,4.572911484,4.526919969,0,1.05142317,0,0,4.768513413,5.047714827,4.834511809,5.087462841,4.339375044,4.2100965,4.041997863,4.146756747,2.053047961,0,0,1.933211842,0,0,0,0
TALDO1,2.993641837,2.519953374,3.068269276,2.941009732,3.114149002,3.551296021,4.490730752,4.426243371,4.663973997,3.524028291,3.90096226,4.086043188,4.114498637,4.21745889,4.176753604,5.39851687,5.599935145,5.354258517,2.745703037,3.551606284,2.583445471,3.563016736,5.855204105,5.618064397,5.809005661,5.614709844,4.090524219,3.163224167,3.238727139,2.823248847,3.76545739,2.886554086,3.986902457,3.916020257,2.69678497,4.272170993,2.598717113,3.475828426
TAOK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.064647663,2.383995806,2.013916734,0,0,0,0,0,0,0,0
TAOK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,1.931003366,2.474606879,0,0,0,0,0,0,0,0
TARDBP,0.996370196,0.961347078,1.401468483,0.966587184,0,0,0,0,0,1.950337883,1.455392216,0.956200116,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARS1,4.636878881,4.831202674,4.93313168,5.518786163,5.638773507,5.747453461,5.37110945,5.326816141,5.357738767,5.064625813,5.054533961,4.772170812,5.228184998,5.334416413,5.254967013,4.625211972,4.388900024,4.65271247,4.82753405,4.955687295,5.11717287,5.280434713,3.285708808,4.008505655,3.840157301,3.459431619,2.072868086,2.88100595,2.728226634,1.333072201,0,0,0,3.916020257,2.69678497,0,3.474430172,0
TATDN1,0,0,0,0,0,0,0,0,2.163087258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D10B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,1.373875901,1.931003366,2.013916734,0,0,0,0,0,0,0,0
TBC1D24,0,0,0,0,0,0,0,0,0,2.268893588,2.164986415,1.526262086,0,0,0,0,0,0,0,1.05142317,1.806054709,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D4,0,0,0,1.949586033,2.271827737,2.193583806,3.261982234,2.911236342,2.825330619,2.529675346,2.9944429,2.251195448,2.275117866,2.037874702,2.005425354,1.61308057,0,1.632427638,2.145448836,1.653127323,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCA,0,0,0,0,0,0,0,0,0.90279184,0,0,0,0,0,0,0,0.963485218,0,0,0,0,0,1.459649025,2.735625828,1.473143559,0,1.380514028,0,1.266997295,1.333072201,0,0,0,0,0,0,0,0
TBCB,0.996370196,0.961347078,1.401468483,0,0.968891745,0.921132385,0,0,1.453839514,0.96708259,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,0,0,0,0,0,0,0,0,0
TBCD,0,0,1.401468483,0,0,0,0,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBL1XR1,1.994551864,1.941625202,1.791837015,3.109978656,2.945112293,2.859016798,2.977170172,3.606636986,3.515531724,2.529675346,2.421096055,2.922454862,1.956160331,1.618677671,1.589786044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBL3,0,0,1.401468483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEA1,0,0,0,0,0,0,0.894759661,0.9499485,2.163087258,0.96708259,1.455392216,0.956200116,0.970922069,1.025359956,0,0,0.963485218,0,0,0,0,0,0.90705003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCN1,0,0,0,2.528836668,2.753608502,3.312666648,3.882525857,3.991758476,3.980443085,0,2.164986415,2.922454862,2.536168495,2.626984775,2.590989414,3.623485148,3.837964422,3.972912998,0,0,0,0,4.622379572,4.09068599,4.229789149,4.459431619,0,0,0,0,0,0,0,0,0,0,0,0
TCN2,0,0,0,0,0,0,2.621946525,3.367096615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCP1,5.080408389,5.09379041,5.475900045,5.14370531,5.06821671,4.97188537,4.114925189,4.295434599,4.392499739,5.394376531,5.329195314,5.270817342,4.192326201,4.21745889,4.46633308,3.036793753,3.255521121,3.232871055,4.179630012,4.620387821,4.106809436,4.317084986,1.459649025,1.937434512,1.873574051,1.584962501,0,0,0,0,0,0,0,1.933211842,0,0,0,0
TDP2,1.58012073,1.533191662,1.791837015,0.966587184,0,0,0,0,0,1.950337883,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEP1,0,0.961347078,0,0,0,0,0,0.9499485,0,3.639070203,0.903929473,3.242104959,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,2.795384697,3.916020257,0,0,0,0
TES,1.58012073,0.961347078,0.864613417,1.949586033,2.271827737,2.451014583,2.149649735,2.240990417,3.141943704,2.941892081,3.144111598,2.922454862,1.956160331,2.037874702,2.005425354,0,1.53606782,1.03574445,1.714955817,2.076463354,1.168913826,2.338300494,0.90705003,1.529484238,1.873574051,0,0,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
TEX10,0,0,0,0,0,0,0,0,0,0.96708259,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFG,0,0,0,2.268089723,2.271827737,2.193583806,2.621946525,3.079707418,3.277509632,0.96708259,2.164986415,2.251195448,3.269158334,2.850560031,2.813553664,3.497640075,4.25174067,3.649832041,0,0,0,0,4.066410421,3.828609566,4.421358596,4.754887502,2.072868086,1.373875901,1.931003366,1.333072201,0,0,1.989531496,3.241403097,0,0,0,0
TFRC,5.278320292,5.171675355,4.724999573,6.062653786,5.892330834,5.541442102,6.141663906,5.987112717,5.417672603,3.262125066,2.421096055,3.242104959,4.114498637,4.134834924,4.254777207,3.623485148,3.632289151,3.873048029,0,0,0,0,4.139873595,3.729484261,4.086304413,4.584962501,4.220308535,2.064647663,2.728226634,3.540486385,3.385355532,2.069533795,3.309356743,3.241403097,4.828721577,0,2.598717113,0
TGFB1,0,0,0,2.941009732,2.532736393,0,2.810463839,2.240990417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBI,7.048068461,6.966634108,6.550842821,7.809193645,7.89735802,7.702625933,8.703561911,8.429764762,8.619214737,6.54880178,6.475517945,6.744723538,7.78699674,7.64993992,7.538571761,7.588647447,7.880524547,7.617150496,7.408814389,6.933109802,7.248489756,6.639838895,8.192016602,7.955209495,8.110199105,8.675957033,3.947899965,3.163224167,3.439119207,1.333072201,5.592375272,6.859352935,6.831637203,7.457633501,7.984381477,8.95330437,8.071710663,8.344399963
TGFBR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBR3,0,0,0,0,0,0,2.810463839,3.079707418,0.90279184,0,0,0,0,0,0,3.036793753,2.263052434,3.061983348,2.745703037,2.076463354,2.246490367,0,2.426542826,2.2550935,2.443780137,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0
TGM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGOLN2,0.996370196,0.961347078,1.401468483,0,0,0,0,0,0,1.540903575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THADA,0,0,0,0,0,0,0,0,0,1.950337883,0.903929473,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP12,1.58012073,0.961347078,1.401468483,1.540237874,0.968891745,0.921132385,1.442864021,0.9499485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS1,5.419165449,5.315863697,4.811887427,6.887136632,6.820285711,6.299085056,5.34084015,5.514961035,5.262894117,3.1108756,3.62351829,3.618510617,5.030471481,5.048736753,5.328977084,4.499524191,4.572911484,4.65271247,5.395459969,5.525069138,5.739680411,5.918949769,1.459649025,1.529484238,1.473143559,2.321928095,0,0,0,0,0,3.404975348,3.687544579,5.000427909,5.299570037,5.955900122,5.823551975,5.375141293
THOC1,2.316116017,1.941625202,2.56684197,0.966587184,1.543333959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THOC2,4.16306102,4.173790108,4.371589565,3.843880539,3.64247482,3.43690954,1.839113208,1.51783371,1.851615862,2.529675346,3.144111598,2.251195448,0,1.025359956,1.003619168,0,0,0,0,1.653127323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THOC3,0.996370196,1.941625202,2.098758683,2.268089723,1.953082406,1.880020556,0,0.9499485,1.453839514,1.540903575,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THOC5,3.578300868,3.833879792,3.821059837,3.261216432,3.114149002,2.859016798,0.894759661,0.9499485,0.90279184,1.540903575,2.164986415,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THOC6,2.993641837,3.100475979,2.919685889,1.949586033,2.532736393,1.880020556,0,0,0,1.950337883,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
