protein,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4
MINK1,3.993186609,4.096022377,1.791837015,0,0,0,0,0,0,1.950337883,0,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.181080541,4.8103507,5.119291302,5.040327289,2.053047961,2.886554086,2.795384697,1.933211842,2.69678497,3.724066632,2.598717113,3.475828426
MINPP1,0,0,0,1.540237874,0.968891745,1.47881758,3.964223206,3.904682107,3.980443085,0.96708259,0.903929473,1.526262086,2.536168495,2.626984775,2.005425354,2.843407086,3.632289151,3.061983348,0,0,1.168913826,0,3.629670641,3.383238525,3.747798963,3.807354922,0,0,0,0,0,0,0,0,0,0,0,0
MIPEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITD1,2.801126798,2.259576362,1.791837015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.947899965,3.601888181,3.615041015,3.875236924,2.053047961,0,0,0,0,0,0,0
MIX23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459649025,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
MLEC,0,0,0,0,0,0,1.442864021,1.924256156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7307681,0,0,0,0
MLH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MME,5.577845544,5.446941697,5.674459324,0.966587184,0.968891745,2.451014583,0.894759661,0.9499485,2.419108186,5.426763619,4.563770935,5.37254457,3.40611886,3.044091598,3.006327599,3.94610422,3.837964422,3.972912998,3.87746897,3.08882233,4.30205236,4.80977991,4.139873595,3.921359802,4.15982985,3.700439718,8.307935781,8.422933835,8.360795118,8.287592982,8.18380025,7.749756664,7.880901811,7.672221831,7.109453162,2.829306972,5.185959353,0
MMP11,2.801126798,2.931662233,2.351701379,1.540237874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP14,2.316116017,1.533191662,0,0,0,0,0.894759661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.172816473,2.529815193,1.931003366,2.474606879,2.053047961,2.069533795,0,0,0,0,0,0
MMP15,2.316116017,2.740444656,1.791837015,3.109978656,2.945112293,1.880020556,2.977170172,3.079707418,2.636470024,0,0,0,0,0,0,1.021139762,0.963485218,1.03574445,0,0,0,0,0.90705003,0.958592587,1.473143559,1,0,1.373875901,1.266997295,0,0,0,0,0,0,0,0,0
MMS19,2.578907744,2.931662233,3.068269276,1.949586033,1.953082406,0.921132385,0,0,0,3.262125066,2.827430592,2.731434726,0,1.618677671,1.003619168,0,0,0,0,2.403347751,1.168913826,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOB1A,1.58012073,1.533191662,0.864613417,0,0,0,0.894759661,0.9499485,2.163087258,0,0,0,0.970922069,0,0,0,0,0,0,0,0,1.234105921,1.858228386,0.958592587,0.916958742,0,2.89033867,2.529815193,1.931003366,2.823248847,0,0,0,0,0,0,0,0
MOB4,1.58012073,2.259576362,2.098758683,1.540237874,1.543333959,1.880020556,0,0.9499485,1.851615862,1.540903575,2.164986415,1.933791208,0,1.025359956,1.003619168,0,0,0,0,0,1.168913826,2.338300494,0.90705003,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
MOCOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOCS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOGS,1.58012073,0.961347078,2.098758683,0,0,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORF4L2,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
MOV10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064647663,1.266997295,2.013916734,0,0,0,0,0,0,0,0
MPP7,0.996370196,0.961347078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789613418,3.77960348,3.913226003,3.717549031,0,0,0,0,0,0,0,0
MPRIP,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0,0,0,0,0,0,1.61308057,0.963485218,1.03574445,1.714955817,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPST,3.163465689,2.931662233,3.068269276,1.949586033,1.543333959,0,0,0,0,2.750456577,2.638521785,2.511206051,0,1.025359956,0,1.61308057,0,1.03574445,2.145448836,2.403347751,2.246490367,2.9563868,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
MPZL1,2.316116017,2.519953374,2.351701379,0,0,0,0,0,0,1.950337883,0,0,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,3.611795418,3.399164795,3.913226003,3.540486385,4.06601068,2.886554086,2.795384697,3.241403097,0,0,0,0
MPZL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,1.931003366,2.013916734,2.867824406,0,2.795384697,1.933211842,0,0,0,0
MRE11,1.58012073,1.533191662,2.351701379,1.540237874,0.968891745,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRE11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRI1,1.994551864,0.961347078,2.919685889,1.540237874,1.953082406,1.47881758,0.894759661,0.9499485,2.163087258,2.268893588,2.827430592,1.526262086,0,0,0,0,0,0,1.098576504,1.05142317,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MROH1,1.58012073,1.533191662,1.791837015,0,0,0,0,0,0,0.96708259,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MROH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53606782,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,0,0,2.053047961,0,0,0,0,0,0,0
MRTO4,0,0,0,0.966587184,0.968891745,0.921132385,0,0,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH2,3.578300868,3.251589451,4.188866565,2.268089723,1.953082406,1.47881758,0,0,0,2.529675346,2.638521785,2.251195448,0.970922069,1.025359956,1.003619168,0,0,0,1.098576504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH6,0.996370196,0.961347078,0.864613417,0.966587184,0.968891745,0.921132385,0,0,0,0.96708259,1.455392216,1.526262086,0,1.025359956,1.003619168,0,0,0,0,1.05142317,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSLN,0,0,0,0,0,0,2.149649735,3.079707418,0,0,0,0,0,0,0,1.61308057,2.263052434,0,0,0,0,0,2.426542826,3.383238525,2.85138244,0,0,0,0,0,0,0,0,0,0,0,0,0
MST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963485218,1.03574445,0,0,0,0,0.90705003,0,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
MST1R,1.58012073,2.519953374,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.339375044,4.08036687,4.554934114,4.265484343,0,0,0,0,0,0,0,0
MTA1,0.996370196,0.961347078,1.401468483,1.540237874,0.968891745,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTA2,3.693731392,3.734726159,4.4276928,2.528836668,2.753608502,3.176707196,0.894759661,0.9499485,2.163087258,0.96708259,1.853383544,1.526262086,1.956160331,2.037874702,2.005425354,0,0,0,0,0,0,0,0,0,0.916958742,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
MTAP,2.316116017,1.533191662,2.754024153,2.749592966,2.753608502,3.176707196,3.703787505,3.904682107,3.719788928,4.39592324,4.203444751,4.237538143,1.956160331,3.214705715,3.006327599,2.355604609,1.944875303,2.378701702,3.168326031,3.551606284,3.283768429,4.500654413,2.644143159,2.926737964,2.443780137,1,0,1.373875901,1.266997295,0,0,0,0,0,0,0,0,0
MTHFD1,5.825749089,5.704453276,6.022954354,4.934543882,4.89336671,4.797429663,3.385748712,3.606636986,3.719788928,5.607157832,5.612162378,5.270817342,2.757142261,3.367259864,3.707114185,1.021139762,1.53606782,1.03574445,2.145448836,4.418115308,0,3.18810514,0,0,0,0,0,1.373875901,1.266997295,0,0,0,0,0,0,0,0,0
MTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR12,0,0,0,0.966587184,0.968891745,0.921132385,0,0.9499485,0,0.96708259,1.455392216,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTOR,0.996370196,0.961347078,1.791837015,0,0,0,0,0,0,2.529675346,1.853383544,2.251195448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.266997295,0,0,0,0,0,0,0,0,0
MTREX,3.315387858,3.628251645,3.821059837,4.106148,3.749037927,4.094642998,2.810463839,2.720458447,2.825330619,1.950337883,2.827430592,1.933791208,1.546060213,1.025359956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,3.163224167,2.383995806,1.333072201,2.053047961,0,1.989531496,0,0,0,0,0
MUC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,2.88100595,2.728226634,2.474606879,0,0,0,0,0,0,0,0
MUC13,4.850963489,4.782385471,4.583991197,1.540237874,2.271827737,2.193583806,1.442864021,1.924256156,0,4.889790045,3.982732963,4.772170812,1.956160331,2.362292771,2.590989414,2.031594606,1.53606782,2.053289965,4.267755043,4.094962341,4.552845745,4.94259963,0,0,0,1,8.263455788,8.076764136,8.176688365,8.068305058,7.890181133,7.833036913,7.280735237,7.029851057,6.379435865,3.724066632,4.716298833,4.016906216
MUC2,0,0,0,0,0,0.921132385,0,0,0,0,0,0,0,0,0,0,0.963485218,0,0,0,0,0,0,0,0,1,2.89033867,4.726097906,4.371030583,4.375179769,0,0,0,0,0,0,0,0
MUC4,0,0,0,0.966587184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.88100595,1.931003366,2.474606879,0,0,0,0,0,0,0,0
MUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVB12A,2.993641837,2.931662233,1.791837015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789613418,3.77960348,3.913226003,3.875236924,2.053047961,0,0,0,0,0,0,0
MVB12B,4.16306102,3.734726159,2.919685889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.820760544,4.8103507,4.793137891,4.825223333,3.385355532,2.069533795,2.795384697,2.7307681,0,0,0,0
MVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVP,7.341504096,7.356723672,6.446081298,2.268089723,2.271827737,1.47881758,0,0,0.90279184,7.56309739,6.813882583,7.435089362,4.698352774,4.80333795,4.530477672,0,0,0,7.131906536,7.338834456,6.902076432,7.302622506,0.90705003,0,0.916958742,0,0,0,0,0,0,0,7.707190786,8.382179957,0,3.724066632,6.060635542,6.995164025
MYADM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.88100595,2.728226634,2.474606879,2.053047961,2.069533795,1.989531496,1.933211842,0,0,0,0
MYBBP1A,0.996370196,0.961347078,2.098758683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYCBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,0,0,0,0,0,0,3.581002772,0,0,3.475828426
MYDGF,0,0,0,0,0,0,1.442864021,0.9499485,1.453839514,0,0,0,0,0,0,1.61308057,1.53606782,1.632427638,0,0,0,0,1.858228386,1.937434512,1.873574051,2,0,0,0,0,0,0,0,0,0,0,0,0
MYG1,0,0,0,0,0,0.921132385,2.149649735,0.9499485,2.636470024,0,0,0,0,0,0,2.620025286,1.944875303,2.644053871,0,0,0,0,2.170190716,3.095469549,2.661928568,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH14,6.800151221,6.650310028,6.82599776,5.99950421,5.796186983,6.049475559,5.429806942,5.359927291,5.357738767,7.228451398,7.159854689,6.877547005,4.33641615,4.369737013,4.591891283,6.308223406,6.284499598,5.976366067,7.759760561,7.501378037,7.918539749,6.429588812,3.150050254,3.828609566,3.543195199,1.584962501,1.380514028,2.88100595,2.383995806,2.474606879,0,0,0,0,0,0,0,0
MYH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH9,7.026209864,6.966634108,7.100781958,7.316500912,7.166345154,7.20506565,7.440614431,7.382503488,7.139741426,7.91665952,7.767639735,7.69280553,6.556567608,6.693643768,6.693659794,7.150198878,7.211910913,6.877364059,8.59119657,8.413652282,8.803121118,8.461939204,4.814110669,4.82573371,4.741779459,5.285402219,4.220308535,4.889953476,4.269468584,4.477120642,0,2.069533795,4.94067428,2.7307681,2.69678497,3.724066632,4.408026318,2.600000002
MYL12A,2.993641837,3.251589451,3.326158875,3.523102099,3.527408274,3.312666648,2.149649735,3.367096615,3.401423861,4.258728859,3.982732963,3.724923947,2.757142261,2.850560031,3.176352815,1.021139762,0.963485218,1.03574445,2.745703037,3.677881073,3.613037926,3.86032243,0,1.529484238,1.473143559,0,1.380514028,3.399164795,3.238727139,2.013916734,0,0,3.986902457,4.373878798,4.828721577,6.793530178,5.688593684,5.54119875
MYL12B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL6,3.452825167,3.513288396,3.202968816,3.523102099,3.527408274,3.65727565,3.126593151,3.606636986,3.515531724,3.639070203,4.060116522,3.916753108,3.117818628,3.367259864,3.707114185,3.359759433,3.517296477,3.523776826,3.340770694,4.001444414,3.998293229,4.584363563,2.426542826,3.508117252,3.543195199,3.584962501,3.172816473,2.88100595,2.383995806,0,0,0,4.63044284,5.000427909,5.803111939,6.215055683,6.264201628,5.54119875
MYL6B,0,0,0,0,0,0,0.894759661,1.51783371,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL9,0,0,0,0,0,0,0,0,0,1.540903575,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.931003366,1.333072201,0,0,0,0,0,0,0,0
MYO15B,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0,0.96708259,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469153458,5.653674256,5.567358369,5.632860104,0,0,0,0,0,0,0,0
MYO18A,0.996370196,2.259576362,3.202968816,2.749592966,2.532736393,2.859016798,0.894759661,0.9499485,0.90279184,2.750456577,2.638521785,1.933791208,0,0,0,0,0,0,1.714955817,1.05142317,2.583445471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1B,4.241042231,4.448689336,4.188866565,0.966587184,0.968891745,0,0,0,0,3.745612183,3.517762757,3.091114753,0.970922069,1.025359956,1.003619168,0,0,0,1.098576504,1.05142317,0,2.680193992,0,0,0,0,5.469153458,5.653674256,5.479122139,5.339993805,3.385355532,2.069533795,0,0,0,0,0,0
MYO1C,4.080622667,3.833879792,3.068269276,0,0,0,0,0,0,3.1108756,2.164986415,1.933791208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.617896038,5.784409903,5.650507639,5.676372903,3.385355532,0,1.989531496,1.933211842,0,0,0,0
MYO1D,3.993186609,3.833879792,3.202968816,0.966587184,0,0,0,0,0,2.268893588,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.520457254,5.784409903,5.523914723,5.676372903,2.867824406,0,2.795384697,2.7307681,0,0,0,0
MYO1E,2.316116017,1.533191662,0.864613417,0,0,0,0,0,0,0.96708259,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO5B,2.316116017,1.941625202,1.791837015,1.949586033,1.543333959,0.921132385,0,0,0,1.540903575,2.164986415,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO6,4.800346389,4.782385471,5.080404724,4.458950855,4.188405325,4.304921401,1.839113208,1.924256156,0.90279184,4.184907225,4.203444751,3.503618698,0,0,0,0,0,0,1.098576504,1.653127323,1.168913826,2.338300494,0,0,0,0,4.090524219,4.54121905,4.718023325,4.477120642,2.053047961,0,1.989531496,0,0,0,0,0
MYOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYORG,1.994551864,2.519953374,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,2.013916734,2.053047961,0,1.989531496,1.933211842,0,0,0,0
NAA10,2.993641837,2.259576362,3.439652425,2.749592966,2.753608502,2.669391044,2.405039482,1.51783371,1.453839514,1.950337883,2.164986415,2.251195448,2.757142261,2.362292771,3.006327599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAA15,4.452494049,3.926654829,4.724999573,3.398093484,3.402362581,3.176707196,1.839113208,0.9499485,2.636470024,3.1108756,3.144111598,1.526262086,3.852128841,3.746915315,3.176352815,0,0,0,2.145448836,2.894418153,2.246490367,2.338300494,0.90705003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAA16,1.58012073,1.533191662,1.401468483,0,0,0,0,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAA20,0,0,0,0.966587184,1.543333959,1.880020556,0.894759661,1.924256156,2.419108186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAA25,0,0,0,4.023911454,4.110590354,4.017139547,4.315030162,4.426243371,3.898681406,0.96708259,1.455392216,1.933791208,2.757142261,2.362292771,2.813553664,2.031594606,1.53606782,2.053289965,1.098576504,1.653127323,1.168913826,0,0.90705003,0.958592587,1.873574051,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
NAA35,1.58012073,0.961347078,2.919685889,0,0,0,0,0,0,0.96708259,0,0,0,0,0,1.021139762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAA50,0.996370196,0,1.791837015,0,0,0,0,0,0,0.96708259,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAAA,0,0,0.864613417,0,0,1.47881758,0,0,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAALADL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.88100595,3.238727139,3.103821595,0,0,0,0,0,0,0,0
NACA,0.996370196,0.961347078,1.401468483,1.540237874,1.543333959,1.880020556,2.621946525,3.079707418,2.636470024,1.540903575,1.853383544,1.526262086,3.269158334,3.214705715,3.006327599,2.620025286,1.944875303,3.232871055,1.714955817,1.653127323,1.168913826,0,1.858228386,1.937434512,2.443780137,1.584962501,0,0,0,0,0,0,0,0,2.69678497,0,0,0
NADKD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADSYN1,0.996370196,2.259576362,0,4.023911454,3.64247482,3.65727565,2.810463839,2.720458447,2.825330619,3.399011692,3.517762757,3.378779227,1.956160331,2.362292771,2.327714414,0,0,0,2.145448836,1.653127323,2.583445471,2.9563868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAE1,1.994551864,2.259576362,2.56684197,3.398093484,3.64247482,3.43690954,3.703787505,3.491832663,3.719788928,2.529675346,2.9944429,3.091114753,3.40611886,3.367259864,3.328436075,3.497640075,3.255521121,3.649832041,0,1.05142317,0,0,2.833183695,3.246517199,2.661928568,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0
NAGA,0,0,0,0,0,0.921132385,2.149649735,1.924256156,2.163087258,0,0,0,0,0,0,2.031594606,1.53606782,1.632427638,0,0,0,0,2.170190716,1.529484238,1.873574051,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0
NAGK,1.58012073,1.941625202,1.791837015,1.949586033,1.953082406,1.880020556,0.894759661,1.51783371,1.453839514,1.540903575,1.853383544,1.526262086,1.546060213,2.626984775,2.005425354,2.031594606,0.963485218,1.632427638,0,1.05142317,1.168913826,1.889360771,1.459649025,2.5152748,2.443780137,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGLU,1.58012073,1.533191662,0,4.888809872,5.108807732,4.797429663,3.795922944,4.151572014,3.812006199,3.844824317,2.827430592,3.724923947,5.368904645,5.296908334,5.292446585,4.361832367,4.25174067,4.768411021,2.145448836,2.076463354,1.806054709,0,4.67275357,4.87294656,4.921641873,5.523561956,0,0,0,0,3.385355532,2.069533795,2.795384697,4.867424445,5.083269848,3.724066632,4.015464754,4.016906216
NAMPT,4.16306102,4.096022377,3.902505716,4.841578479,4.89336671,4.93020905,4.875627918,4.808503839,5.12588017,4.521196453,4.394828067,4.438575266,5.030471481,5.178152269,5.094480012,4.847850914,4.88266505,5.112928664,2.476571387,3.260114038,3.753201815,3.18810514,4.516026529,5.047714827,4.878734507,3.700439718,0,0,0,0,0,0,0,0,0,0,0,0
NANS,3.578300868,3.388364695,3.902505716,2.528836668,2.271827737,1.880020556,2.405039482,2.500551849,2.419108186,1.540903575,2.164986415,0.956200116,0.970922069,1.025359956,1.003619168,3.497640075,3.392338026,3.061983348,0,0,0,0,3.40970041,3.623042415,3.428871228,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0
NAP1L1,0.996370196,0.961347078,0.864613417,2.941009732,2.945112293,3.026589061,2.405039482,2.720458447,2.163087258,0.96708259,0.903929473,0.956200116,1.546060213,1.025359956,0,1.021139762,0.963485218,1.03574445,1.098576504,1.05142317,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP1L4,2.316116017,2.259576362,1.791837015,3.523102099,3.84826838,3.43690954,3.882525857,3.812010579,3.812006199,2.529675346,2.827430592,2.731434726,2.275117866,2.037874702,2.327714414,1.61308057,1.944875303,1.03574445,0,2.076463354,0,0,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAPA,2.801126798,2.740444656,2.098758683,1.949586033,2.271827737,2.193583806,2.149649735,2.911236342,3.277509632,2.941892081,3.144111598,2.511206051,0,1.025359956,1.003619168,0,0,0,0,1.05142317,0,2.9563868,0,0,0,0,3.408938331,3.601888181,3.615041015,3.540486385,3.385355532,0,0,0,0,0,0,0
NAPRT,3.693731392,4.096022377,4.769097515,4.934543882,4.89336671,5.051791299,4.695977305,4.546171463,4.805297555,5.22054552,5.128254847,4.820975154,3.646291178,3.505214095,3.328436075,2.620025286,2.744180469,2.378701702,3.168326031,3.901441717,2.583445471,3.563016736,1.459649025,1.529484238,1.473143559,0,0,0,0,0,2.053047961,0,0,0,0,0,0,0
NAPRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
